As-Of-Date,Symbol,Name,% of Assets,Market Value
2020-12-31,WELL,WELLTOWER INC REIT USD1.0,0.0690732900,9579204.1800000000
2020-12-31,MPC,MARATHON PETROLEUM CORP COMMON STOCK USD.01,0.0690552400,9576701.2000000000
2020-12-31,KMI,KINDER MORGAN INC COMMON STOCK USD.01,0.0682512600,9465203.6900000000
2020-12-31,CPRT,COPART INC COMMON STOCK,0.0675183600,9363564.0000000000
2020-12-31,STT,STATE STREET CORP COMMON STOCK USD1.0,0.0656271300,9101284.5600000000
2020-12-31,DAL,DELTA AIR LINES INC COMMON STOCK USD.0001,0.0654317600,9074190.7000000000
2020-12-31,CLX,CLOROX COMPANY COMMON STOCK USD1.0,0.0654295300,9073880.9600000000
2020-12-31,FRC,FIRST REPUBLIC BANK/CA COMMON STOCK USD.01,0.0653114100,9057499.8500000000
2020-12-31,DLTR,DOLLAR TREE INC COMMON STOCK USD.01,0.0651348000,9033008.3200000000
2020-12-31,SWKS,SKYWORKS SOLUTIONS INC COMMON STOCK USD.25,0.0651308200,9032456.1600000000
2020-12-31,WY,WEYERHAEUSER CO REIT USD1.25,0.0639820700,8873144.4900000000
2020-12-31,ED,CONSOLIDATED EDISON INC COMMON STOCK USD.1,0.0634584900,8800534.7100000000
2020-12-31,TDOC,TELADOC HEALTH INC COMMON STOCK USD.001,0.0633367100,8783646.1200000000
2020-12-31,KR,KROGER CO COMMON STOCK USD1.0,0.0631046900,8751468.0000000000
2020-12-31,KEYS,KEYSIGHT TECHNOLOGIES IN COMMON STOCK,0.0628086300,8710410.8700000000
2020-12-31,WMB,WILLIAMS COS INC COMMON STOCK USD1.0,0.0623864100,8651855.7000000000
2020-12-31,CERN,CERNER CORP COMMON STOCK USD.01,0.0614646600,8524026.7200000000
2020-12-31,TTWO,TAKE TWO INTERACTIVE SOFTWRE COMMON STOCK USD.01,0.0614477100,8521675.6900000000
2020-12-31,FTV,FORTIVE CORP COMMON STOCK USD.01,0.0612798800,8498400.0000000000
2020-12-31,EIX,EDISON INTERNATIONAL COMMON STOCK,0.0609515700,8452870.7400000000
2020-12-31,AJG,ARTHUR J GALLAGHER + CO COMMON STOCK USD1.0,0.0609380900,8451001.2300000000
2020-12-31,MKC,MCCORMICK + CO NON VTG SHRS COMMON STOCK,0.0607867200,8430008.0000000000
2020-12-31,MXIM,MAXIM INTEGRATED PRODUCTS COMMON STOCK USD.001,0.0607610500,8426448.4500000000
2020-12-31,LYB,LYONDELLBASELL INDU CL A COMMON STOCK EUR.04,0.0604500300,8383315.2600000000
2020-12-31,EFX,EQUIFAX INC COMMON STOCK USD1.25,0.0601164300,8337051.7200000000
2020-12-31,DTE,DTE ENERGY COMPANY COMMON STOCK,0.0601080500,8335889.1900000000
2020-12-31,COUP,COUPA SOFTWARE INC COMMON STOCK USD.0001,0.0595089000,8252797.4100000000
2020-12-31,VLO,VALERO ENERGY CORP COMMON STOCK USD.01,0.0591579000,8204120.8200000000
2020-12-31,KKR,KKR + CO INC COMMON STOCK,0.0588554500,8162176.6500000000
2020-12-31,BBY,BEST BUY CO INC COMMON STOCK USD.1,0.0588406800,8160127.6700000000
2020-12-31,DHI,DR HORTON INC COMMON STOCK USD.01,0.0587035200,8141106.0800000000
2020-12-31,AMP,AMERIPRISE FINANCIAL INC COMMON STOCK USD.01,0.0586640000,8135625.4500000000
2020-12-31,FLT,FLEETCOR TECHNOLOGIES INC COMMON STOCK USD.001,0.0583641900,8094047.6100000000
2020-12-31,ETSY,ETSY INC COMMON STOCK USD.001,0.0576648000,7997054.5000000000
2020-12-31,VTRS,VIATRIS INC COMMON STOCK,0.0575385600,7979548.2200000000
2020-12-31,HSY,HERSHEY CO/THE COMMON STOCK USD1.0,0.0574975900,7973866.1800000000
2020-12-31,KHC,KRAFT HEINZ CO/THE COMMON STOCK USD.01,0.0574804400,7971488.0600000000
2020-12-31,AVB,AVALONBAY COMMUNITIES INC REIT USD.01,0.0574616300,7968878.9600000000
2020-12-31,ENPH,ENPHASE ENERGY INC COMMON STOCK USD.00001,0.0568435700,7883165.2200000000
2020-12-31,SGEN,SEAGEN INC COMMON STOCK USD.001,0.0567960200,7876571.2200000000
2020-12-31,PAYC,PAYCOM SOFTWARE INC COMMON STOCK USD.01,0.0567425100,7869150.0000000000
2020-12-31,ARE,ALEXANDRIA REAL ESTATE EQUIT REIT USD.01,0.0560612300,7774669.2800000000
2020-12-31,CHD,CHURCH + DWIGHT CO INC COMMON STOCK USD1.0,0.0557603300,7732939.5000000000
2020-12-31,LEN,LENNAR CORP A COMMON STOCK USD.1,0.0555584800,7704947.2500000000
2020-12-31,O,REALTY INCOME CORP REIT USD1.0,0.0555156600,7699008.4600000000
2020-12-31,MKTX,MARKETAXESS HOLDINGS INC COMMON STOCK USD.003,0.0554672100,7692289.9200000000
2020-12-31,,US DOLLAR,0.0554194300,7685662.7200000000
2020-12-31,VRSN,VERISIGN INC COMMON STOCK USD.001,0.0553133200,7670947.2000000000
2020-12-31,PPL,PPL CORP COMMON STOCK USD.01,0.0551896000,7653790.2000000000
2020-12-31,VIAC,VIACOMCBS INC   CLASS B COMMON STOCK USD.001,0.0544570000,7552192.1400000000
2020-12-31,CBRE,CBRE GROUP INC   A COMMON STOCK USD.01,0.0538857000,7472962.5600000000
2020-12-31,WST,WEST PHARMACEUTICAL SERVICES COMMON STOCK USD.25,0.0538053400,7461818.7800000000
2020-12-31,EXAS,EXACT SCIENCES CORP COMMON STOCK USD.01,0.0536593000,7441565.8300000000
2020-12-31,WORK,SLACK TECHNOLOGIES INC  CL A COMMON STOCK USD.0001,0.0528072500,7323402.2400000000
2020-12-31,ZBRA,ZEBRA TECHNOLOGIES CORP CL A COMMON STOCK USD.01,0.0525523400,7288049.7900000000
2020-12-31,EQR,EQUITY RESIDENTIAL REIT USD.01,0.0516928100,7168848.9600000000
2020-12-31,RSG,REPUBLIC SERVICES INC COMMON STOCK USD.01,0.0515949900,7155282.6000000000
2020-12-31,EPAM,EPAM SYSTEMS INC COMMON STOCK USD.001,0.0514805100,7139407.0500000000
2020-12-31,ETR,ENTERGY CORP COMMON STOCK USD.01,0.0513196200,7117094.4000000000
2020-12-31,FTNT,FORTINET INC COMMON STOCK USD.001,0.0513133200,7116220.8300000000
2020-12-31,SIVB,SVB FINANCIAL GROUP COMMON STOCK USD.001,0.0510313900,7077121.8400000000
2020-12-31,TER,TERADYNE INC COMMON STOCK USD.125,0.0509396400,7064398.3600000000
2020-12-31,LH,LABORATORY CRP OF AMER HLDGS COMMON STOCK USD.1,0.0504157100,6991738.9500000000
2020-12-31,VMC,VULCAN MATERIALS CO COMMON STOCK USD1.0,0.0503015700,6975909.1600000000
2020-12-31,LVS,LAS VEGAS SANDS CORP COMMON STOCK USD.001,0.0502906300,6974392.0000000000
2020-12-31,FITB,FIFTH THIRD BANCORP COMMON STOCK,0.0499211900,6923157.8400000000
2020-12-31,IP,INTERNATIONAL PAPER CO COMMON STOCK USD1.0,0.0497405300,6898103.0800000000
2020-12-31,NTRS,NORTHERN TRUST CORP COMMON STOCK USD1.667,0.0496863500,6890590.3400000000
2020-12-31,AEE,AMEREN CORPORATION COMMON STOCK USD.01,0.0494268700,6854604.7200000000
2020-12-31,Z,ZILLOW GROUP INC   C COMMON STOCK,0.0492921200,6835917.0000000000
2020-12-31,TFX,TELEFLEX INC COMMON STOCK USD1.0,0.0492138700,6825065.3100000000
2020-12-31,DDOG,DATADOG INC   CLASS A COMMON STOCK USD.00001,0.0489602900,6789899.0000000000
2020-12-31,QRVO,QORVO INC COMMON STOCK USD.0001,0.0488001300,6767687.8100000000
2020-12-31,KSU,KANSAS CITY SOUTHERN COMMON STOCK USD.01,0.0486944300,6753028.6600000000
2020-12-31,TSN,TYSON FOODS INC CL A COMMON STOCK USD.1,0.0484590300,6720383.1600000000
2020-12-31,PXD,PIONEER NATURAL RESOURCES CO COMMON STOCK USD.01,0.0481037100,6671106.7500000000
2020-12-31,HOLX,HOLOGIC INC COMMON STOCK USD.01,0.0479985000,6656516.3400000000
2020-12-31,SYF,SYNCHRONY FINANCIAL COMMON STOCK USD.001,0.0479656700,6651963.2400000000
2020-12-31,TRU,TRANSUNION COMMON STOCK USD.01,0.0479616900,6651411.1400000000
2020-12-31,CDW,CDW CORP/DE COMMON STOCK USD.01,0.0478507200,6636021.8700000000
2020-12-31,ODFL,OLD DOMINION FREIGHT LINE COMMON STOCK USD.1,0.0478401700,6634558.5600000000
2020-12-31,KDP,KEURIG DR PEPPER INC COMMON STOCK USD.01,0.0474728400,6583616.0000000000
2020-12-31,PCG,P G + E CORP COMMON STOCK,0.0473112900,6561211.7200000000
2020-12-31,VTR,VENTAS INC REIT USD.25,0.0470704500,6527812.4800000000
2020-12-31,XYL,XYLEM INC COMMON STOCK,0.0470365500,6523110.3600000000
2020-12-31,GWW,WW GRAINGER INC COMMON STOCK USD.5,0.0470050300,6518739.7600000000
2020-12-31,AMCR,AMCOR PLC COMMON STOCK USD.01,0.0469573600,6512129.1400000000
2020-12-31,MDB,MONGODB INC COMMON STOCK USD.001,0.0467849000,6488211.8400000000
2020-12-31,DOV,DOVER CORP COMMON STOCK USD1.0,0.0464810500,6446072.5000000000
2020-12-31,EXPE,EXPEDIA GROUP INC COMMON STOCK USD.001,0.0462086200,6408292.4000000000
2020-12-31,COO,COOPER COS INC/THE COMMON STOCK USD.1,0.0457838200,6349380.3200000000
2020-12-31,GRMN,GARMIN LTD COMMON STOCK CHF.1,0.0456717900,6333843.1200000000
2020-12-31,CAG,CONAGRA BRANDS INC COMMON STOCK USD5.0,0.0454496700,6303039.5400000000
2020-12-31,MLM,MARTIN MARIETTA MATERIALS COMMON STOCK USD.01,0.0453060400,6283120.2200000000
2020-12-31,BR,BROADRIDGE FINANCIAL SOLUTIO COMMON STOCK USD.01,0.0452811400,6279668.0000000000
2020-12-31,TYL,TYLER TECHNOLOGIES INC COMMON STOCK USD.01,0.0452724800,6278467.1600000000
2020-12-31,CMS,CMS ENERGY CORP COMMON STOCK USD.01,0.0448062400,6213807.4900000000
2020-12-31,HIG,HARTFORD FINANCIAL SVCS GRP COMMON STOCK USD.01,0.0446846800,6196949.6000000000
2020-12-31,CTLT,CATALENT INC COMMON STOCK USD.01,0.0441504000,6122854.3800000000
2020-12-31,BURL,BURLINGTON STORES INC COMMON STOCK USD.0001,0.0441468500,6122362.4000000000
2020-12-31,DELL,DELL TECHNOLOGIES  C COMMON STOCK,0.0437625800,6069071.6100000000
2020-12-31,AKAM,AKAMAI TECHNOLOGIES INC COMMON STOCK USD.01,0.0437450300,6066637.1700000000
2020-12-31,HUBS,HUBSPOT INC COMMON STOCK USD.001,0.0436713100,6056413.8800000000
2020-12-31,OKE,ONEOK INC COMMON STOCK USD.01,0.0433892200,6017293.1600000000
2020-12-31,WDC,WESTERN DIGITAL CORP COMMON STOCK USD.01,0.0433373000,6010091.9500000000
2020-12-31,PODD,INSULET CORP COMMON STOCK USD.001,0.0432490000,5997846.6900000000
2020-12-31,IR,INGERSOLL RAND INC COMMON STOCK USD.01,0.0430383500,5968633.3600000000
2020-12-31,URI,UNITED RENTALS INC COMMON STOCK USD.01,0.0429800700,5960550.8200000000
2020-12-31,HAL,HALLIBURTON CO COMMON STOCK USD2.5,0.0427963500,5935072.5000000000
2020-12-31,FE,FIRSTENERGY CORP COMMON STOCK USD.1,0.0427495000,5928575.4100000000
2020-12-31,ZEN,ZENDESK INC COMMON STOCK USD.01,0.0426888100,5920158.8000000000
2020-12-31,INVH,INVITATION HOMES INC REIT USD.01,0.0426147200,5909884.2000000000
2020-12-31,TRMB,TRIMBLE INC COMMON STOCK,0.0424813200,5891384.1800000000
2020-12-31,TSCO,TRACTOR SUPPLY COMPANY COMMON STOCK USD.008,0.0420386500,5829993.1800000000
2020-12-31,PEAK,HEALTHPEAK PROPERTIES INC REIT USD1.0,0.0419655000,5819849.3700000000
2020-12-31,W,WAYFAIR INC  CLASS A COMMON STOCK USD.001,0.0418723500,5806929.9600000000
2020-12-31,INCY,INCYTE CORP COMMON STOCK USD.001,0.0417960400,5796347.2000000000
2020-12-31,SEDG,SOLAREDGE TECHNOLOGIES INC COMMON STOCK USD.0001,0.0417142700,5785007.3600000000
2020-12-31,SUI,SUN COMMUNITIES INC REIT USD.01,0.0416925900,5782001.4000000000
2020-12-31,HZNP,HORIZON THERAPEUTICS PLC COMMON STOCK USD.0001,0.0415696500,5764951.5000000000
2020-12-31,MTB,M + T BANK CORP COMMON STOCK USD.5,0.0415362900,5760325.0000000000
2020-12-31,ULTA,ULTA BEAUTY INC COMMON STOCK USD.01,0.0414500800,5748368.8800000000
2020-12-31,NUE,NUCOR CORP COMMON STOCK USD.4,0.0414004600,5741488.1700000000
2020-12-31,SSNC,SS+C TECHNOLOGIES HOLDINGS COMMON STOCK USD.01,0.0412111900,5715240.0000000000
2020-12-31,STE,STERIS PLC COMMON STOCK USD75.0,0.0411644300,5708755.2600000000
2020-12-31,CCL,CARNIVAL CORP COMMON STOCK USD.01,0.0411071000,5700803.7000000000
2020-12-31,PKI,PERKINELMER INC COMMON STOCK USD1.0,0.0410813800,5697237.0000000000
2020-12-31,BMRN,BIOMARIN PHARMACEUTICAL INC COMMON STOCK USD.001,0.0409731200,5682224.3100000000
2020-12-31,EXPD,EXPEDITORS INTL WASH INC COMMON STOCK USD.01,0.0409356000,5677020.7900000000
2020-12-31,CTXS,CITRIX SYSTEMS INC COMMON STOCK USD.001,0.0408691600,5667806.5000000000
2020-12-31,DGX,QUEST DIAGNOSTICS INC COMMON STOCK USD.01,0.0408565400,5666056.8200000000
2020-12-31,KEY,KEYCORP COMMON STOCK USD1.0,0.0407556400,5652063.4800000000
2020-12-31,ANET,ARISTA NETWORKS INC COMMON STOCK USD.0001,0.0406893500,5642869.4000000000
2020-12-31,VAR,VARIAN MEDICAL SYSTEMS INC COMMON STOCK USD1.0,0.0406727800,5640572.3000000000
2020-12-31,CAH,CARDINAL HEALTH INC COMMON STOCK,0.0402938500,5588021.9200000000
2020-12-31,K,KELLOGG CO COMMON STOCK USD.25,0.0402488600,5581782.0800000000
2020-12-31,AES,AES CORP COMMON STOCK USD.01,0.0402189300,5577631.0000000000
2020-12-31,MPWR,MONOLITHIC POWER SYSTEMS INC COMMON STOCK USD.001,0.0400186000,5549849.4200000000
2020-12-31,ALB,ALBEMARLE CORP COMMON STOCK USD.01,0.0400100900,5548669.7600000000
2020-12-31,RF,REGIONS FINANCIAL CORP COMMON STOCK USD.01,0.0397888600,5517988.8400000000
2020-12-31,KMX,CARMAX INC COMMON STOCK USD.5,0.0396988600,5505506.6400000000
2020-12-31,DRI,DARDEN RESTAURANTS INC COMMON STOCK,0.0394693800,5473683.1200000000
2020-12-31,CZR,CAESARS ENTERTAINMENT INC COMMON STOCK,0.0394486100,5470802.4700000000
2020-12-31,ESS,ESSEX PROPERTY TRUST INC REIT USD.0001,0.0394251300,5467545.1800000000
2020-12-31,WAT,WATERS CORP COMMON STOCK USD.01,0.0393569100,5458085.2000000000
2020-12-31,CFG,CITIZENS FINANCIAL GROUP COMMON STOCK USD.01,0.0392468000,5442815.0400000000
2020-12-31,NDAQ,NASDAQ INC COMMON STOCK USD.01,0.0390060000,5409420.4800000000
2020-12-31,ALNY,ALNYLAM PHARMACEUTICALS INC COMMON STOCK USD.01,0.0389998800,5408571.5800000000
2020-12-31,HPE,HEWLETT PACKARD ENTERPRISE COMMON STOCK USD.01,0.0388855100,5392709.8500000000
2020-12-31,IAC,IAC/INTERACTIVECORP COMMON STOCK USD.001,0.0386982900,5366747.0500000000
2020-12-31,IEX,IDEX CORP COMMON STOCK USD.01,0.0386688500,5362663.2000000000
2020-12-31,CE,CELANESE CORP COMMON STOCK USD.0001,0.0386207800,5355996.8600000000
2020-12-31,DPZ,DOMINO S PIZZA INC COMMON STOCK USD.01,0.0385418400,5345048.9400000000
2020-12-31,POOL,POOL CORP COMMON STOCK USD.001,0.0385334400,5343885.0000000000
2020-12-31,EXR,EXTRA SPACE STORAGE INC REIT USD.01,0.0385195400,5341957.0200000000
2020-12-31,FMC,FMC CORP COMMON STOCK USD.1,0.0383644900,5320454.4900000000
2020-12-31,FICO,FAIR ISAAC CORP COMMON STOCK USD.01,0.0382464500,5304084.1600000000
2020-12-31,DKNG,DRAFTKINGS INC   CL A COMMON STOCK USD.0001,0.0380153500,5272035.3600000000
2020-12-31,ZS,ZSCALER INC COMMON STOCK USD.001,0.0378922900,5254969.2300000000
2020-12-31,PLUG,PLUG POWER INC COMMON STOCK USD.01,0.0378780800,5252998.1000000000
2020-12-31,DRE,DUKE REALTY CORP REIT USD.01,0.0377326700,5232832.4300000000
2020-12-31,NTAP,NETAPP INC COMMON STOCK USD.001,0.0376586000,5222560.3200000000
2020-12-31,OXY,OCCIDENTAL PETROLEUM CORP COMMON STOCK USD.2,0.0373715600,5182752.4800000000
2020-12-31,NVCR,NOVOCURE LTD COMMON STOCK,0.0373438800,5178914.1600000000
2020-12-31,ABMD,ABIOMED INC COMMON STOCK USD.01,0.0373264800,5176501.4000000000
2020-12-31,ELAN,ELANCO ANIMAL HEALTH INC COMMON STOCK,0.0372365600,5164030.5800000000
2020-12-31,HES,HESS CORP COMMON STOCK USD1.0,0.0372178500,5161436.6700000000
2020-12-31,TDY,TELEDYNE TECHNOLOGIES INC COMMON STOCK USD.01,0.0371483200,5151793.1400000000
2020-12-31,ACGL,ARCH CAPITAL GROUP LTD COMMON STOCK USD.01,0.0371343600,5149858.1800000000
2020-12-31,ABC,AMERISOURCEBERGEN CORP COMMON STOCK USD.01,0.0370148200,5133279.8400000000
2020-12-31,AVTR,AVANTOR INC COMMON STOCK USD.01,0.0369093700,5118655.2500000000
2020-12-31,MAA,MID AMERICA APARTMENT COMM REIT USD.01,0.0368646100,5112448.2600000000
2020-12-31,GPC,GENUINE PARTS CO COMMON STOCK USD1.0,0.0368598400,5111786.5700000000
2020-12-31,BF.B,BROWN FORMAN CORP CLASS B COMMON STOCK USD.15,0.0368570500,5111399.9300000000
2020-12-31,GNRC,GENERAC HOLDINGS INC COMMON STOCK USD.01,0.0368036200,5103990.0400000000
2020-12-31,MAS,MASCO CORP COMMON STOCK USD1.0,0.0367584300,5097723.7200000000
2020-12-31,IT,GARTNER INC COMMON STOCK USD.0005,0.0366140700,5077702.6200000000
2020-12-31,MKL,MARKEL CORP COMMON STOCK,0.0365390800,5067303.2000000000
2020-12-31,BKR,BAKER HUGHES CO COMMON STOCK USD.0001,0.0364408900,5053685.5500000000
2020-12-31,NVR,NVR INC COMMON STOCK USD.01,0.0363323000,5038627.1000000000
2020-12-31,TIF,TIFFANY + CO COMMON STOCK USD.01,0.0362809900,5031511.6500000000
2020-12-31,LDOS,LEIDOS HOLDINGS INC COMMON STOCK USD.0001,0.0360358200,4997509.9200000000
2020-12-31,CGNX,COGNEX CORP COMMON STOCK USD.002,0.0359992800,4992442.4400000000
2020-12-31,STX,SEAGATE TECHNOLOGY COMMON STOCK USD.00001,0.0358419500,4970624.4000000000
2020-12-31,J,JACOBS ENGINEERING GROUP INC COMMON STOCK USD1.0,0.0358083200,4965960.9600000000
2020-12-31,GDDY,GODADDY INC   CLASS A COMMON STOCK USD.001,0.0357994000,4964723.4000000000
2020-12-31,RCL,ROYAL CARIBBEAN CRUISES LTD COMMON STOCK USD.01,0.0357670600,4960237.5900000000
2020-12-31,BKI,BLACK KNIGHT INC COMMON STOCK,0.0357638400,4959792.3000000000
2020-12-31,CDAY,CERIDIAN HCM HOLDING INC COMMON STOCK USD.01,0.0356558100,4944810.2400000000
2020-12-31,AVLR,AVALARA INC COMMON STOCK USD.0001,0.0355588600,4931365.2300000000
2020-12-31,LNG,CHENIERE ENERGY INC COMMON STOCK USD.003,0.0354734400,4919518.5300000000
2020-12-31,VICI,VICI PROPERTIES INC REIT USD.01,0.0350556200,4861575.0000000000
2020-12-31,MASI,MASIMO CORP COMMON STOCK USD.001,0.0347720700,4822251.8400000000
2020-12-31,ON,ON SEMICONDUCTOR CORP COMMON STOCK USD.01,0.0346787800,4809313.4700000000
2020-12-31,CVNA,CARVANA CO COMMON STOCK USD.001,0.0346644600,4807328.2600000000
2020-12-31,EMN,EASTMAN CHEMICAL CO COMMON STOCK USD.01,0.0345798200,4795590.1600000000
2020-12-31,OMC,OMNICOM GROUP COMMON STOCK USD.15,0.0345342300,4789267.5600000000
2020-12-31,BXP,BOSTON PROPERTIES INC REIT USD.01,0.0344047200,4771307.2200000000
2020-12-31,CCK,CROWN HOLDINGS INC COMMON STOCK USD5.0,0.0343513800,4763908.8000000000
2020-12-31,NET,CLOUDFLARE INC   CLASS A COMMON STOCK USD.001,0.0342663000,4752110.6400000000
2020-12-31,SRPT,SAREPTA THERAPEUTICS INC COMMON STOCK USD.0001,0.0341910000,4741667.8800000000
2020-12-31,ALLY,ALLY FINANCIAL INC COMMON STOCK USD.1,0.0339516600,4708475.0800000000
2020-12-31,SJM,JM SMUCKER CO/THE COMMON STOCK,0.0336376100,4664922.4000000000
2020-12-31,WAB,WABTEC CORP COMMON STOCK USD.01,0.0335946200,4658960.4000000000
2020-12-31,CINF,CINCINNATI FINANCIAL CORP COMMON STOCK USD2.0,0.0335552500,4653500.9400000000
2020-12-31,PKG,PACKAGING CORP OF AMERICA COMMON STOCK USD.01,0.0334846200,4643705.5200000000
2020-12-31,ENTG,ENTEGRIS INC COMMON STOCK USD.01,0.0333033500,4618566.0000000000
2020-12-31,HRL,HORMEL FOODS CORP COMMON STOCK USD.01465,0.0332685300,4613737.4600000000
2020-12-31,HBAN,HUNTINGTON BANCSHARES INC COMMON STOCK USD.01,0.0331088000,4591585.9800000000
2020-12-31,AVY,AVERY DENNISON CORP COMMON STOCK USD1.0,0.0330717500,4586447.5900000000
2020-12-31,CHRW,C.H. ROBINSON WORLDWIDE INC COMMON STOCK USD.1,0.0329251600,4566118.4100000000
2020-12-31,LNT,ALLIANT ENERGY CORP COMMON STOCK USD.01,0.0328802400,4559889.7000000000
2020-12-31,MGM,MGM RESORTS INTERNATIONAL COMMON STOCK USD.01,0.0328608300,4557196.7700000000
2020-12-31,PENN,PENN NATIONAL GAMING INC COMMON STOCK USD.01,0.0326916400,4533734.0400000000
2020-12-31,UAL,UNITED AIRLINES HOLDINGS INC COMMON STOCK USD.01,0.0326441700,4527150.5000000000
2020-12-31,FDS,FACTSET RESEARCH SYSTEMS INC COMMON STOCK USD.01,0.0322162300,4467802.5000000000
2020-12-31,PFG,PRINCIPAL FINANCIAL GROUP COMMON STOCK USD.01,0.0321913600,4464354.2900000000
2020-12-31,EVRG,EVERGY INC COMMON STOCK,0.0321708200,4461505.2300000000
2020-12-31,MOH,MOLINA HEALTHCARE INC COMMON STOCK USD.001,0.0321469700,4458198.1600000000
2020-12-31,NUAN,NUANCE COMMUNICATIONS INC COMMON STOCK USD.001,0.0320942400,4450885.5000000000
2020-12-31,PTC,PTC INC COMMON STOCK USD.01,0.0319850100,4435736.8500000000
2020-12-31,BIO,BIO RAD LABORATORIES A COMMON STOCK USD.0001,0.0319545300,4431509.8800000000
2020-12-31,CRL,CHARLES RIVER LABORATORIES COMMON STOCK USD.01,0.0316897300,4394787.5400000000
2020-12-31,TECH,BIO TECHNE CORP COMMON STOCK USD.01,0.0316424000,4388223.4500000000
2020-12-31,JKHY,JACK HENRY + ASSOCIATES INC COMMON STOCK USD.01,0.0315694300,4378103.7300000000
2020-12-31,WPC,WP CAREY INC REIT USD.001,0.0315025700,4368831.4200000000
2020-12-31,NLOK,NORTONLIFELOCK INC COMMON STOCK USD.01,0.0312731500,4337014.5800000000
2020-12-31,LYFT,LYFT INC A COMMON STOCK USD.00001,0.0312400900,4332430.7900000000
2020-12-31,CABO,CABLE ONE INC COMMON STOCK USD.01,0.0311150800,4315093.6400000000
2020-12-31,BAH,BOOZ ALLEN HAMILTON HOLDINGS COMMON STOCK USD.01,0.0309910100,4297886.8200000000
2020-12-31,GGG,GRACO INC COMMON STOCK USD1.0,0.0307770600,4268215.9000000000
2020-12-31,FBHS,FORTUNE BRANDS HOME + SECURI COMMON STOCK USD.01,0.0306178700,4246140.2000000000
2020-12-31,ATO,ATMOS ENERGY CORP COMMON STOCK,0.0305719000,4239764.0400000000
2020-12-31,NLY,ANNALY CAPITAL MANAGEMENT IN REIT USD.01,0.0304442900,4222067.8500000000
2020-12-31,CNP,CENTERPOINT ENERGY INC COMMON STOCK USD.01,0.0302318000,4192598.5200000000
2020-12-31,HAS,HASBRO INC COMMON STOCK USD.5,0.0302166600,4190498.4600000000
2020-12-31,CREE,CREE INC COMMON STOCK USD.00125,0.0301797500,4185379.8000000000
2020-12-31,RPM,RPM INTERNATIONAL INC COMMON STOCK USD.01,0.0300621500,4169071.5000000000
2020-12-31,CHGG,CHEGG INC COMMON STOCK USD.001,0.0300153900,4162587.0600000000
2020-12-31,RJF,RAYMOND JAMES FINANCIAL INC COMMON STOCK USD.01,0.0299492700,4153417.3800000000
2020-12-31,MPW,MEDICAL PROPERTIES TRUST INC REIT USD.001,0.0297586600,4126982.4200000000
2020-12-31,IFF,INTL FLAVORS + FRAGRANCES COMMON STOCK USD.125,0.0296724200,4115022.7200000000
2020-12-31,PHM,PULTEGROUP INC COMMON STOCK USD.01,0.0294423700,4083119.0400000000
2020-12-31,CXO,CONCHO RESOURCES INC COMMON STOCK USD.001,0.0293866900,4075397.4000000000
2020-12-31,FIVN,FIVE9 INC COMMON STOCK USD.001,0.0293777600,4074158.4000000000
2020-12-31,LW,LAMB WESTON HOLDINGS INC COMMON STOCK USD1.0,0.0293732600,4073535.1600000000
2020-12-31,WRK,WESTROCK CO COMMON STOCK,0.0293579000,4071404.4300000000
2020-12-31,JBHT,HUNT (JB) TRANSPRT SVCS INC COMMON STOCK USD.01,0.0292914900,4062194.5500000000
2020-12-31,FNF,FIDELITY NATIONAL FINANCIAL COMMON STOCK USD.0001,0.0292057900,4050310.3500000000
2020-12-31,WHR,WHIRLPOOL CORP COMMON STOCK USD1.0,0.0291203700,4038463.7500000000
2020-12-31,UDR,UDR INC REIT USD.01,0.0291192000,4038301.2600000000
2020-12-31,VMW,VMWARE INC CLASS A COMMON STOCK USD.01,0.0290782000,4032615.2600000000
